posted_date,occurrence_date,time,city,state,shape,duration,summary
11/11/13,12/26/10,00:05,Fort Lauderdale,FL,Other,~5 seconds,Some kind of sonic boom followed by rumble.
11/11/13,7/5/98,02:00,Manasota Key,FL,Formation,~1 hour,Mother ship with smaller ships encircling moving slowly white lights.
11/11/13,6/30/73,02:00,Ocala,FL,Unknown,15-20 minutes,Unknown flying object circled home at high rate of speed creating a vacuum and making a high pitched whistling/whooshing sound.
10/23/13,10/19/13,22:30,Jupiter,FL,Light,5 minutes,2 orange/yellow round lights traveling slowly one after the other from east to west until disappearing into the clouds.
10/23/13,10/19/13,20:45,Orlando,FL,Other,10-15 minutes,4 groups of 2 orange/red boxes of what appeared to be firelike light seen in central Florida.
10/23/13,10/19/13,11:00,Miramar,FL,Light,10 minutes,10 red orbs moving ne then changing to nw while gaining altitude.
10/23/13,10/17/13,21:35,Okeechobee,FL,Light,15 minutes,Bright Red and White pulsing light.
10/14/13,10/13/13,19:47,West Palm Beach,FL,Light,20-25 seconds,Flashing stationery light streaks off.
10/14/13,10/13/13,19:45,Spring Hill,FL,Diamond,4-5 minutes,Five reddish objects in the sky moved from north to southest before going out of sight.
10/14/13,10/11/13,09:05,Palm Beach Gardens,FL,Light,10-15 seconds,Five orange flying objects in the nights sky and no sound.
10/14/13,10/9/13,20:40,Wellington,FL,Other,12 seconds,Flying from west to east.
10/14/13,10/9/13,06:00,Fort Lauderdale,FL,Circle,10,4 orange circle above me.
10/14/13,10/6/13,22:30,Winter Park,FL,Triangle,5 minutes,Boyfriend and I saw triangular craft with bright yellow lights and a low humming sound pass bedroom window twice.
10/14/13,10/6/13,21:00,Lake Placid,FL,Unknown,<1 second,Damn I wish I had been reording the sky.
10/14/13,10/5/13,22:10,DeLand,FL,Light,8-9 minutes,Intensly bright yellowish/orangish light. Very high in the sky. My house is directly below the N flight path for all air traffic.
10/14/13,10/4/13,22:35,Homestead,FL,Formation,10 seconds,An object/formation of object(s) in half moon shape formed by 7 lights too fast for an aircraft and too slow for a meteor.
10/14/13,10/4/13,22:10,Plantation,FL,Sphere,5 minutes,Bright red sphere moving north to south then west very fast and disappeared.
10/3/13,10/1/13,20:00,Tampa,FL,Light,45-60 minutes,Intensely bright light sphere high up in the sky over the Gulf of Mexico.
10/3/13,9/28/13,19:45,Pensacola,FL,Cylinder,5 minutes,3 orange/red upright cylinders moving south then turned west.
9/30/13,9/28/13,22:10,Plantation,FL,Sphere,1min,2 bright white spheres close together no sound moving quickly in unison.
9/30/13,9/26/13,21:15,Interlachen,FL,Light,20 minutes,REALLY BRIGHT ORANGE SLOW MOVING OBJECT SEEN OVER WEST PUTMAN COUNTY FLA.
9/30/13,9/23/13,21:10,Delray Beach,FL,Light,3 minutes,4 Yellow/Orange lights hovering in sky.
9/30/13,9/21/13,20:20,Miami,FL,Light,1 minute,Light moving randonly in air.
9/30/13,9/20/13,21:45,DeLand,FL,Triangle,5 minutes,3 bright orange glowing objects in sky over deland florida moving from east to west in triangular form.
9/30/13,9/18/13,21:50,Clermont,FL,Light,5 minutes,Witnessed 3 separate orange glowing orbs ascending up in the sky in a slant all moving slow not in unison. They came together.
9/30/13,9/12/13,00:26,Tampa,FL,Cross,3 seconds,A cross shaped glowing figure fell at a rapid speed from the sky shortly after midnight.
9/9/13,9/3/13,19:30,West Palm Beach,FL,Sphere,4 minutes,Orange glowing orb seen by 2 people.
9/9/13,8/30/13,21:10,Port St. Lucie,FL,Fireball,10 minutes,Fiery Colored Silent Agile Ball Of Light.
9/9/13,8/29/13,21:15,Port St. Lucie,FL,Fireball,20 minutes,Fiery Colored Silent Agile Ball Of Light.
8/30/13,8/24/13,00:00,Tyndall AFB,FL,Fireball,3 seconds,Bright steady paced light that began to have a dripping effect towards end of sighting.
8/30/13,8/22/13,22:30,Naples,FL,Unknown,5 minutes,Red light no engine sound heard hovering over tree tops.
8/30/13,8/21/13,22:00,Holiday,FL,Light,10-15 minutes,UFO with bright red light on the right and bright green light zooming from point to point and then hovering.
8/30/13,8/21/13,02:15,Orlando,FL,Flash,fast,Saw a flashing light moving zig zag and moving fast for about a minute and a half then dissappeared.
8/30/13,8/18/13,21:45,Bradenton Beach,FL,Circle,5 minutes,Pulsing orange light disappears on vacation.
8/30/13,8/12/13,00:00,Sanibel,FL,Unknown,30 minutes,It was a reddish orange flickering light that appeared to be from a hovering aircraft along the edge of a storm cloud.
8/30/13,8/7/13,20:45,Pompano Beach,FL,Light,4 minutes,Noticed 2 odd craft in E sky one spewing vapor or smoke the other with odd random blinking white lights not conducive to nav lights.
8/30/13,8/7/13,20:33,West Palm Beach,FL,Triangle,3 minutes,At approx. 20:30 hrs EST I watched a comm. aircraft transition (witnessed standard aircraft lights) from N to S just E of Fl coast.
8/30/13,8/7/13,20:30,Sanford,FL,Light,5 minutes,Bright round lights appear in sky after the launch of the Delta IV Rocket @ Cape Canaveral.
8/30/13,8/7/13,20:00,West Palm Beach,FL,Sphere,5 minutes,Orange glowing orb releasing blue smoke in all directions .
8/30/13,8/7/13,11:00,Winter Haven,FL,Fireball,10 minutes,Fireball that dropped something with flashing lights.
8/30/13,8/7/13,08:30,Saint Augustine,FL,Fireball,8 minutes,Stunning orange fireball in the sky..
8/30/13,8/6/13,20:00,West Palm Beach,FL,Circle,10 minutes,Craft was round and gave off an extraordinary amount of light.
8/30/13,7/28/13,23:00,Englewood,FL,Teardrop,1 minute,Low fying and flashing with no noise.
8/30/13,7/27/13,22:46,Pompano,FL,Light,35 seconds,Orange light moving slowly across the sky no noise or relevance to a normal air craft.
8/30/13,7/25/13,22:05,Pensacola,FL,Sphere,1 minute,We witnessed three orange lights in the sky over Pensacola.
8/30/13,7/24/13,21:00,Ft. Lauderdale,FL,Fireball,2 minutes,Orange &quot;fireball&quot; colored light no noise moving W to E South of FLL.
8/30/13,5/15/13,00:00,Captiva,FL,Light,2 minutes,Sighting #13 of four amber lights of the same kind that have been seen at least 6 times in this area recently.
8/30/13,2/20/13,21:00,Sarasota,FL,Light,4 minutes,Unexplained light in night sky changes color before disappearing.
8/30/13,10/27/09,22:00,Jupiter,FL,Light,2-3 minutes,The object came from the north. It looked like a bright light high in the sky. Then it stopped hovered breifly.
7/22/13,7/18/13,03:00,Fort Lauderdale,FL,Unknown,2 minutes,Flickering amber light and constant noise.
7/22/13,11/5/65,21:00,Jacksonville,FL,Light,20 minutes,Bright light makes 90 degree turn.
7/14/13,7/7/13,23:00,Englewood,FL,Circle,2 minutes,Round bright orange solid ligh & no sound.
7/14/13,7/7/13,02:00,Fort Meyers Beach,FL,Oval,3 minutes,Red sphere like UFO 1500 ft from beach shoreline.
7/14/13,7/6/13,21:30,St. Petersburg,FL,Fireball,2 minutes,3 orange fireballs or orbs in Pinellas county.
7/14/13,7/5/13,22:00,Holiday,FL,Fireball,1 minute,Bright orange fireball going very fast and no sound.
7/14/13,7/5/13,22:00,Mulberry,FL,Light,1 minute,Sighting that appeared to be an airplane at first but moved too quickly and darted back and forth to be an airplane.
7/14/13,7/4/13,22:30,Holiday,FL,Fireball,3 minutes,Silent glowing fireball moved slowly (at first) in straight line.
7/14/13,6/1/74,21:00,North Miami,FL,Fireball,1-2 seconds,Fireball flys low over canal behind home with 2 foot fire trail.
7/5/13,7/4/13,23:18,Jupiter,FL,Sphere,2 minutes,Five red spheres in night sky over Jupiter Florida at 23:30.
7/5/13,7/4/13,22:30,Riverview,FL,Fireball,5 minutes,orange red round light with a haze around it.
7/5/13,7/4/13,22:24,Longwood,FL,Fireball,2 minutes,I was looking out sliding glass door to the north when I saw one red light at about a 45 to 60 degree angle to the horizon in the sky.
7/5/13,7/3/13,20:47,Orlando,FL,Oval,Appeared in photo,Two orbs or crafts noted in picture of unusual clouds.
7/3/13,6/29/13,22:00,St. George Island,FL,Circle,1 minute,My girlfriend and I went to go take a walk on the beach at night and when we got to the beach we saw a perfect neon green circle.
7/3/13,6/27/13,20:30,Clearwater,FL,Circle,30 minutes,Throbbing multicolored light witnessed over Clearwater Beach.
7/3/13,6/25/13,21:30,Parkland,FL,Sphere,90 seconds,Bright orange spheres move silently across south Florida sky for 90 seconds before disappearing.
7/3/13,6/2/13,19:45,Perdido Key,FL,Sphere,~5 minutes,Three spherical objects floating by while on the beach.
7/3/13,6/2/13,18:00,Oldsmar,FL,Oval,10 minutes,Rose colored oval object in photo.
7/3/13,1/1/13,00:00,New Port Richey,FL,Sphere,20 minutes,Orange/reddish perfect sphere/glowing.
7/3/13,6/25/12,22:00,Atlantic Ocean,FL,Circle,45 minutes,Glowing Orange UFO at Sea.
6/2/13,5/31/13,13:00,Plant City,FL,Other,15 seconds,Heard very very fast militiary type aircraft approaching from west to east and then the sound traveled verticle. Nothing visible.
6/2/13,5/27/13,20:55,Fort Myers Beach,FL,Circle,1 minute,2 pink-orange spheres floating over Fort Myers Beach.
6/2/13,5/26/13,22:14,Deltona,FL,Fireball,6 minutes,Hovering bright orange/red orbs (large).
6/2/13,5/26/13,22:00,Panama City Beach,FL,Fireball,90 seconds,Very bright fireball that seemed to change colors and go out and relight.
6/2/13,5/26/13,21:30,St. Petersburg,FL,Sphere,2-3 minutes,Orange Reddish sphere heading west in the sky rapidly and disappeared into a small dot.
6/2/13,5/26/13,21:30,Indian Shores,FL,Fireball,30 minutes,Very bright orange/red fireball every couple of minutes flying east to west over the Gulf of Mexico.
6/2/13,5/26/13,21:30,St. Petersburg,FL,Oval,1:30,Red orange orb had while glow around it moving east to west no sound moving fast.
6/2/13,5/24/13,08:40,Orlando,FL,Other,5 minutes,Constantly bright main body with around 4 smaller flashing object .
6/2/13,5/19/13,21:00,Orlando,FL,Formation,3 minutes,Glowing red/orange orbs/craft flying in a path.
6/2/13,5/16/13,21:30,Clermont,FL,Fireball,12 minutes,4 mysterious lights over central Florida.
6/2/13,5/30/05,00:00,Satellite Beach,FL,Oval,?,Up date on UFO sighting & new information on encounter.
5/15/13,5/11/13,19:00,Miami,FL,Sphere,30 minutes,6 Dark Spheres hovering sky.
5/15/13,5/8/13,20:50,Lake Placid,FL,Light,5 minutes,Two amber lights that extinguished and then pairs of tiny silver lights moving away rapidly.
5/15/13,5/6/13,05:30,Orlando,FL,Formation,10 seconds,Formation of lights at high altitude moving across pre-dawn sky with lead light followed by three more lights in triangular formation.
5/15/13,5/5/13,21:10,Boca Raton,FL,Fireball,3,Four orange fireballs flying over Boca Raton on a clear night.
5/15/13,5/4/13,22:30,Boynton Beach,FL,Fireball,2 minutes,Bright orange balls seen flying East to West over boynton beach.
5/15/13,4/27/13,23:15,Apopka,FL,Light,8 minutes,Sighting of 20-25 Orange Lights moving Silently West Northwest.
5/15/13,4/27/13,19:00,Lake Wales,FL,Light,30 seconds,Star like light in the sky moving west then fading..
5/15/13,4/13/13,23:00,Edgewater,FL,Light,4 seconds,Ball of white light size of a softball.
5/15/13,4/6/13,09:25,Panama City Beach,FL,Circle,15 minutes,At approximately 9:25pm on the 4/6/2013 3 formations that resemble round objects where in the sky (close to or above the NSA Base).
5/15/13,3/30/13,22:00,Navarre,FL,Fireball,3 minutes,I saw a fireball object that was moving at good speed during the night sky.
5/15/13,3/29/13,21:00,Jacksonville Beach,FL,Light,5 minutes,4 orange lights following each other in the sky and fading out.
5/15/13,3/29/13,20:00,Gainsvile,FL,Fireball,15 minutes,8 large low flying fire balls seen flying single file over head and gathering together to form a symbol.
5/15/13,3/28/13,11:25,Lehigh Acres,FL,Disk,5 minutes,The whole thing was very satrange and i realy dont care of U F O s but the pic is in my phone.
5/15/13,3/25/13,01:00,Tavares,FL,Oval,1 hour,Oval with ball of orange light in middle/balls of lights doing figure 8's/ planes or helicopters fly to where they were.
5/15/13,3/23/13,20:15,Longwood,FL,Sphere,2-3 minutes,2 Orange Orbs in the evening sky.
5/15/13,3/20/13,21:30,Naples,FL,Circle,8 minutes,Four very large orange glowing orbs arising from a nature preserve in North Naples Florida observed by 5 adults March .2013.
5/15/13,3/12/13,22:00,Pensacola,FL,Changing,30+ minutes,White orb triangular craft followed us.
5/15/13,3/11/13,22:45,Ormond Beach,FL,Unknown,6-7 minutes,Series of 6 orange red silent unknown objects.
5/15/13,1/20/13,19:00,Indian Harbour Beach,FL,Fireball,5 minutes,Reddish Orange orb like sphere in the skies above Indian Harbour Beach.
5/15/13,1/13/13,20:30,Indian Harbour Beach,FL,Fireball,3 minutes,Reddish Orange Orb like sphere seen flying in different directions and then disappearing.
5/15/13,12/18/12,18:45,Melbourne,FL,Fireball,20 seconds,Orange spheres and slow moving stars.
4/12/13,3/2/13,21:00,DeBary,FL,Fireball,3 minutes,Round slow moving ball at 9 pm.
3/3/13,3/2/13,21:10,Brandon,FL,Light,10 minutes,Amber lights moving around and then disappeared.
3/3/13,2/8/13,21:45,Jacksonville,FL,Diamond,10-15 minutes,Reddish-yellow elongated diamond star-sized lights moving in elongated V formation against night sky that gradually disappeared.
3/3/13,8/6/12,21:00,Miami,FL,Oval,1 hour,5 individuals see Huge 300 ft Craft about 50 feet away for one hour. Could throw rock and hit it.
2/28/13,2/27/13,20:10,Tequesta,FL,Fireball,10 minutes,15+ Red/Orange Fireballs Over Florida.
2/28/13,2/25/13,23:14,Tampa,FL,Light,1.5 hours,5 crafts spotted in Tampa.
2/28/13,2/20/13,20:00,Marathon,FL,Fireball,5 minutes,Orange and red fire ball.
2/28/13,3/15/12,21:00,Tampa (near),FL,Sphere,20 minutes,Orange circles with many smaller circles within them .... changing to white random shapes.
2/28/13,2/18/02,22:00,Cape Coral,FL,Sphere,1 minute,Two bright red sphere shaped lights over cape coral florida.
2/18/13,12/24/11,22:00,Pensacola,FL,Fireball,15 minutes,Looked like a fiery fiery snowglobe.
2/4/13,2/3/13,23:00,Cape Coral,FL,Light,~1 minute,Big bright red light.
2/4/13,1/29/13,08:56,Jacksonville,FL,Triangle,10 seconds,Large gray triangular aircraft following florida air gaurd jet.
2/4/13,1/26/13,21:00,Jensen Beach,FL,Sphere,10 minutes,Red/orange sphere flew for about 3 mins. 3 seperate times then disappeared. captured whole thing on video.
2/4/13,1/24/13,18:40,Clearwater Beach,FL,Sphere,15 minutes,Three Orbs spotted out around 5-7 miles of Clearwater Beach Florida while flying in our Cessna 172.
2/4/13,1/24/13,16:10,Port Charlotte,FL,Light,10 minutes,Round red light with blinking yellow lights on the back.
2/4/13,1/22/13,01:00,Clearwater,FL,Rectangle,5 seconds,It was fast and just dissapeared.
2/4/13,1/20/13,15:00,Port Everglades,FL,Circle,15 minutes,They seem to keep there light and shape as they rose.
2/4/13,1/17/13,20:15,Port Charlotte,FL,Fireball,3-5 seconds,Fire/light ball in Florida night sky.
2/4/13,1/16/13,09:50,St. Augustine,FL,Triangle,10-15 minutes,Trail of strange orange lights moving over St Augustine.
2/4/13,1/12/13,16:45,Orlando,FL,Fireball,~90 seconds,Orlando Florida Glowing Orange Balls About 90 seconds 6 orange balls traveling across sky East to West.
2/4/13,1/11/13,21:50,Miami,FL,Fireball,10 seconds,Red UFO across Miami sky.
2/4/13,1/6/13,15:30,Miami,FL,Formation,2 minutes,White dots flying in V formation.
2/4/13,1/1/13,06:04,Jacksonville Beach,FL,Disk,15 minutes,Aircraft with multiple flashing lights hovering over the ocean with a beam shining on the water.
2/4/13,1/1/13,00:25,Miami,FL,Light,15 minutes,Red lights in Miami (zip 33182 ).
2/4/13,1/1/13,00:10,Jupiter,FL,Circle,10 minutes,Orange round lights.
2/4/13,12/31/12,21:00,Gainesville,FL,Other,10 minutes,12 red lights in the sky with no sound.
2/4/13,12/31/12,20:45,DeBary,FL,Sphere,10-15 minutes,Orange Spheres Observed Over Volusioa County Florida.
2/4/13,12/30/12,22:45,Sarasota,FL,Fireball,10 seconds,Fireball.
2/4/13,12/28/12,23:00,Fort Myers,FL,Fireball,2 minutes,8-10 fireballs floating through the air in a strange formation moving North.
2/4/13,12/27/12,08:06,Okeeckobee,FL,Diamond,8 minutes,Another bright light over Lake Okeechobee.
2/4/13,12/25/12,21:00,Weeki Wachee,FL,Fireball,4 minutes,Three orange lights flying silently.
2/4/13,12/25/12,01:00,Holmes Beach,FL,Circle,2:00,White blinking light over Gulf of Mexico - not moving for a long period of time.
2/4/13,12/24/12,23:40,Tampa,FL,Fireball,1 minute,A fiery round craft headed north at low altitude followed by an identical craft a few seconds behind.
2/4/13,12/24/12,23:00,Port St. Lucie,FL,Sphere,20-30 minutes,Circular object emitting strong bright light moves unlike any man-made aircraft we know of today.
2/4/13,12/24/12,19:30,Gainesville,FL,Light,1 minute,Five lights fly in straight line.
2/4/13,12/24/12,19:00,Stuart,FL,Fireball,3-4 minutes,Fireball over south Stuart Fl. traveling east/northeast. No lights except for what looked like an orange fireball.
2/4/13,12/22/12,20:35,Boca Raton,FL,Fireball,3 minutes,Fireball flying fast east over West Boca Raton.
12/21/12,12/21/12,06:45,Plant City,FL,Fireball,4 minutes,Fireball-like craft seen flickering in the sky.
12/21/12,12/20/12,21:50,Pompano Beach,FL,Fireball,5 minutes,Red fireball observed moving north.
12/20/12,12/19/12,21:45,Miami,FL,Circle,5 minutes,Eight red unidentified objects soared the Miami sky emitting no sound at all.
12/20/12,12/17/12,17:30,Delray Beach,FL,Fireball,5 minutes,2 fiery orange spheres moving west to east.
12/20/12,12/17/12,10:05,Polk City,FL,Fireball,3 minutes,Red glowing round object flew across the sky at a slow pace.
12/20/12,12/16/12,22:30,Winter Park,FL,Fireball,5 to 10 minutes,Fireball ufo flies south to north and stops.
12/20/12,12/13/12,17:27,Seminole,FL,Other,4 minutes,Thousands of Crows extradiminsional being abduction.
12/20/12,12/12/12,23:24,New Smyrna Beach,FL,Fireball,2 minutes,Red flame- like substance with white tightly packed filaments protruding moving along New Smyrna Beach shoreline after 11:00.
12/20/12,12/10/12,20:00,Fort Myers,FL,Fireball,3:00,A fireball that looked like a bird that faded out.
12/20/12,12/9/12,20:00,Davie,FL,Fireball,10-15 minutes,Saw four round yellow/amber fire balls in the western sky in Davie Florida.
12/20/12,12/8/12,21:40,Oviedo,FL,Light,10 minutes,20 bronze lights in the sky crossing in the same path ..the came in 3 lights at a time.
12/20/12,12/8/12,21:30,Weeki Wachee,FL,Fireball,20 minutes,15-20 orange bright lights moving slowly.
12/20/12,12/6/12,22:10,Cocoa,FL,Unknown,10 minutes,Silent Storm UFO Pictured.
12/20/12,12/6/12,20:10,Sarasota,FL,Light,2 minutes,Red lights traveling in a v formation.
12/20/12,12/3/12,16:40,Pensacola,FL,Light,<1 minute,Bright white light in day sky.
12/20/12,12/1/12,22:00,Seffner,FL,Light,30 minutes,Two lights seen one in the eastern sky and one over head.
12/20/12,12/1/12,20:35,Melbourne,FL,Fireball,2 minutes,Red fireball over my house.
12/20/12,11/25/12,19:00,Sarasota,FL,Light,1 hour,7 balls of light flying in different difections. at different times for about an hour.
12/20/12,11/24/12,22:30,Tampa,FL,Circle,1 minute,Orange orb about 1/2 mile up. Traveled in a straight line N to S about a minute then faded out. Not a plane. No flashing lights.
12/20/12,11/24/12,21:00,Satellite Beach,FL,Fireball,1 minute,ORANGE FIREBALL FLYS LOW AND SILENT OVER BACK YARD WIFE AND 2 SONS WATCHED IT.
12/20/12,11/24/12,16:00,Miami,FL,Circle,2-3,A bright white ball streaking through the sky.
12/20/12,11/22/12,21:00,Winter Haven,FL,Fireball,5-7 minutes,Orange fireball silenty gliding through the air over my neighborhood/house.
12/20/12,11/21/12,21:15,North Palm Beach,FL,Fireball,10 minutes,My wife called me to the back yard to look at orange-red ball shaped bright lights moving south bound.
12/20/12,11/9/12,21:30,Winter Springs,FL,Sphere,15 minutes,Reddish orange sphere changed shaped them multiplies.
12/20/12,11/3/12,23:00,Loxahatchee,FL,Other,3-4 seconds,UFO looking like it's on fire leaves with a sonic boom.
11/19/12,11/15/12,07:45,Coral Springs,FL,Light,2 minutes,3 reddish colored ball of light and an aircraft of somekind were seen on university drive and sample road in coral springs .
11/19/12,11/10/12,21:35,Cape Coral,FL,Sphere,5 minutes,Several red spheres over Cape Coral moving south to north then turning toward Gulf of Mexico.
11/19/12,11/10/12,20:15,Lakeland,FL,Chevron,10 minutes,Chevron of orange lights trailing sparks.
11/19/12,11/10/12,18:30,Orlando,FL,Circle,15 minutes,Observed up to 9 reddish orange objects flying in commercial airspace near Orland International Airport.
11/19/12,11/10/12,18:30,Orlando,FL,Circle,20 minutes,I observed about 9 or 10 balls of light going to one central destination.
11/19/12,11/9/12,21:30,Coral Springs,FL,Sphere,2 minutes,Orange Spheres flying over Coral Springs.
11/19/12,11/9/12,20:45,Land O'Lakes,FL,Circle,5 minutes,Approx 15 bright orange circular lights slowly moving in the sky in a linear pattern...then they would change positions.
11/19/12,11/7/12,17:30,Bay Lake,FL,Light,4 minutes,Three brightly glowing objects above sun during sunset + Fireball 2 hours later.
11/19/12,11/7/12,00:30,Cutler Bay/Miami,FL,Circle,4 seconds,A steady white light falling slowly from the sky. Disappeared just a second before it fell behind the tree line.
11/19/12,7/4/12,02:45,Gainsville,FL,Circle,1 minute,12 Orange balls of light moving fast and silent in night sky.
11/4/12,11/3/12,19:45,Longwood,FL,Sphere,3 minutes,UFO spotted hovering over Winn Dixie parking lot in longwood FL hovering very low.
10/30/12,10/24/12,00:00,Melbourne Beach,FL,Flash,15 minutes,I saw three flashing lights in the sky over Melbourne Beach. They moved erratically and kept flashing the whole time that I saw them.
10/30/12,10/22/12,14:30,Jacksonville Beach,FL,Changing,7 minutes,Object appeared and morphed into a craft. See photos.
10/30/12,10/21/12,19:23,Palm Bay,FL,Circle,10-15 minutes,No common aircraft sounds were heard.
10/30/12,10/21/12,07:55,Edgewater,FL,Teardrop,few seconds,I saw a neon green white hot and glowing comet or teardrop shaped object falling out of the sky.
10/30/12,10/18/12,23:40,Tampa,FL,Diamond,3 minutes,The pinkish orange lights dimmed out as the diamond shaped object moved overhead toward the east.
10/30/12,10/16/12,20:30,Orlando,FL,Sphere,30-40 seconds,Orange glowing sphere seen by 4 adults in East Orlando.
10/30/12,10/16/12,03:00,Englewood,FL,Light,15 minutes,Slowly flashing white light in space or possibly low earth orbit.
10/30/12,10/9/12,23:00,Lake Worth,FL,Light,3 minutes,2 white dots .
10/30/12,9/29/12,01:11,Spring Hill,FL,Other,ongoing,Wide white streak.
10/30/12,9/28/12,09:30,St. Cloud,FL,Fireball,2 minutes,Two orange spheres.
10/30/12,9/23/12,21:00,Miami,FL,Formation,10 seconds,V shape formation. Slow motion and altitude.
10/30/12,7/26/10,21:30,Destin,FL,Fireball,20 minutes,Fireball without sound circled flight path times six out over the destin beach Summer night at a thousand feet.
10/30/12,10/15/61,18:00,Indialantic,FL,Oval,2 minutes,Unbelievably Close to the Ground Surface.
9/24/12,8/31/12,21:40,Longwood,FL,Fireball,2 minutes,Four orange glowing globes floating quickly and silently in a fairly straight line then vanish one by one.
9/24/12,8/28/12,01:56,Miami,FL,Fireball,5 seconds,Reddish orange ball appears in the night sky at tremendous speed.
9/24/12,8/23/12,11:30,Longwood,FL,Light,20 minutes,2 different flashing lights above longwood fl seen by 3 people .
9/24/12,6/15/97,00:00,Altamonte Springs,FL,Light,1 minute,Fast moving star like light coming at us.
8/19/12,8/18/12,23:00,Jacksonville Beach,FL,Fireball,1 minute,Orange ball of light moving south to north over the ocean at extreme speed then disappeared.
8/19/12,8/11/12,21:00,Orlando (Near Seaworld/Disney World),FL,Triangle,"Unknown, possibly about 5",I saw 3 very red lights hovering in a triangle shape near Sea World Orlando Florida and they dissappeared about 5 minutes later.
8/19/12,4/22/12,21:00,West Palm Beach,FL,Sphere,~5-10 minutes,Bright pulsating Orange/Red light vanishing and re-appearing for a few minutes.
8/19/12,6/30/08,20:00,Debary,FL,Flash,10 minutes,It was a cloudless night during sunset and it was still bright and I looked into the sky and saw a bright star and it disappeared.
8/5/12,7/8/12,03:30,Miami,FL,Cylinder,5 minutes,Large 300 ft long cylinder craft was hovering and had two large multicolored stripes on each triangular end.
8/5/12,7/4/12,23:30,Kissimmee,FL,Unknown,3 minutes,Bright Orange light seen in Orlando sky.
8/5/12,7/4/12,21:30,Port St. Lucie,FL,Fireball,20 seconds,Reddish Orange Fireball coming from East turns N. over E. Coast FL heads toward North Star.
8/5/12,5/10/12,16:00,Orlando,FL,Circle,8 minutes,Three small white orbs flying erratically extremely high in a perfectly blue sky during broad daylight.
8/5/12,4/26/12,21:00,Miami,FL,Chevron,15 seconds,Boomerang or V shaped UFO.
7/4/12,6/30/12,23:00,Navarre,FL,Light,15 minutes,No smoke trails or sound. Traveling incredibly fast.
7/4/12,6/26/12,01:00,Dunedin,FL,Cylinder,10 minutes,UFO Sighting on 6/26/2012 at 1:00am Intense Deep Bright Orange Intensifying Object Just Above Tree line on the West Coast of Fl.
7/4/12,6/26/12,01:00,Dunedin,FL,Cylinder,10 minutes,Very Bright Chubby Orange Glowing Cylender Object that intensified in color and sort of moved back & forth.
7/4/12,6/13/12,10:00,Palm Coast,FL,Circle,6-8 minutes,Multicolored lighted circle moving extremely fast appears to be checking out RC jet at three different times during flight.
7/4/12,1/1/07,15:00,St. Petersburg,FL,Disk,2 minutes,noted a disc shaped object 40-50 ft in diameter flying towards macdill AFB at liw and at very high speeds.
6/20/12,10/5/10,02:00,Pensacola,FL,Triangle,2 or 3 minutes,Black triangle craft flying low wilts trees.
6/8/12,6/7/12,21:05,St. George Island,FL,Fireball,2 minutes,Orange Fireball that fizzled out.
6/5/12,5/29/12,22:09,Pensacola,FL,Triangle,2 minutes,large dark trinagular object with many primatic lights on it.
5/29/12,5/23/12,00:05,Pensacola,FL,Oval,3 minutes,Dark oval shaped object had shooting star object launch from it overhead before continuing onward.
5/13/12,5/10/12,10:51,Miami,FL,Fireball,60 seconds,Just a small flickering ball of orange-red traveling slowly through the sky.
5/13/12,5/8/12,21:15,Sarasota,FL,Light,20 minutes,Star like objects moving in a uncontrollable path. One stopped and then kept moving.
5/13/12,4/26/12,21:35,Geneva,FL,Triangle,20 seconds,A triangular shaped UFO lined with red lights that went on and off at 3 second intervals.
5/13/12,4/25/12,12:00,Okeechobee,FL,Light,1 minute,Bright objects in sky.
5/13/12,4/23/12,21:54,Marco Island,FL,Cylinder,1 minute or less,The object went from relatively still to disappeared from sight in 2 seconds.
5/13/12,4/23/12,14:33,Melbourne,FL,Other,2 minutes,Encounter with grey transparent beings.
5/13/12,4/15/12,22:30,Bradenton,FL,Cross,30 minutes,Multi-colored lights over southwest Bradenton Fl.
5/13/12,3/30/12,21:49,North Port,FL,Circle,5 mins,Bright orange ball with no tails no sound no flashing.
5/13/12,3/30/12,04:04,Tampa,FL,Disk,4O SECS,UFO WAS HOVERING AND MAKING A WEIRD SOUND THEN IT TOOK OFF.
5/13/12,3/27/12,20:47,Shalimar,FL,Oval,7 to 9 sec.,Oval object appeared to be a metallic color with orange colored cross beam in the center traveling at high rate of speed.
5/13/12,3/26/12,00:37,Orlando,FL,Fireball,1 hour,It is a ufo.
5/13/12,3/24/12,18:50,Hallandale,FL,Light,5 to 7 minutes,Sighting of between 17 to 20 well defined points of light and one that was three times the size of the others moving right to left.
5/13/12,3/18/12,23:00,Gainesville,FL,Light,30 min,Bright light in western sky. Not a planet. Could not be identified by smartphone app.
5/13/12,3/18/12,21:00,Port St. Lucie,FL,Fireball,approx. 1-2 min.,Orange fire balls seen moving across the sky.
5/13/12,3/17/12,23:30,Casselberry,FL,Fireball,7-10 minutes,Fire object casually moving across the sky.
5/13/12,3/16/12,21:03,Westville,FL,Other,3 min,Unexplained Light In the Sky.
5/13/12,1/15/12,04:00,Orlando,FL,Light,5 seconds,Rapid moving glowing oval craft moving across the night sky for 5 secs. so fast it seemed of alien origin.
5/13/12,6/30/72,03:30,Roanoke,FL,Oval,5 minutes,Stars that were moving in Formation.
