posted_date,occurrence_date,time,city,state,shape,duration,summary
5/6/16,4/29/16,22:30,Lauderhill,FL,Formation,5,3 bright lights slow moving.
4/29/16,4/28/16,23:45,St. Petersburg,FL,Triangle,4 minutes,Triangle shaped objects that hover and move fast.
4/29/16,4/23/16,22:30,Jacksonville,FL,Formation,25 minutes,Orange 5 ufo formation.
4/29/16,4/23/16,21:30,Clearwater,FL,Circle,4 minutes,Bright orange ball moving slowly across the night sky.
4/29/16,4/22/16,09:30,Melbourne,FL,Fireball,15 minutes,Today is April 22nd me my wife and my son saw 3 separate craft of Unknown Origin that resemble fireballs.
4/29/16,4/20/16,20:30,Royal Palm Beach,FL,Circle,1 minute,2 lifesaver-shaped glowing objects in Royal Palm Beach.
4/22/16,4/17/16,23:00,Middleburg,FL,Unknown,2 minutes,((HOAX??)) Followed by ufo.
4/22/16,4/17/16,23:00,Fleming Island,FL,Rectangle,15 minutes,Ufo hovering over lake.
4/15/16,4/9/16,16:00,Cape Coral,FL,Diamond,10 minutes,Bright shimmering object spotted at high altitude.
4/1/16,3/31/16,17:30,Ft. Lauderdale,FL,Light,3 minutes,Large light moving in a pendulum like motion.
4/1/16,3/29/16,06:45,Royal Palm Beach,FL,Flash,1 minutes,Light orb shoots across the sky into a portal.
4/1/16,3/29/16,06:40,Boca Raton,FL,Fireball,5 seconds,We saw what looked like a very large shooting star or ball of fire moving very fast and very low from West to East.
3/24/16,3/23/16,21:10,Jacksonville,FL,Fireball,20 seconds,Fireball chased by jets.
3/24/16,3/23/16,20:40,Largo,FL,Light,5 minutes,3 lights in sky in triangle formation which eventually separated very quickly.
3/24/16,3/18/16,21:00,Barefoot Bay,FL,Fireball,2-3 minutes,It looked like a fireball slowly moving from South to North.
3/24/16,3/18/16,20:00,Port St. Lucie,FL,Fireball,5 minutes,4 fireballs hovering close above.
3/18/16,3/15/16,19:28,Fort Lauderdale,FL,Fireball,3 minutes,Fireball at dusk in south Florida.
3/18/16,3/14/16,20:55,Brooksville,FL,Other,5 minutes,Slow moving circular segment with bright lights traveling low in the sky.
3/18/16,3/4/16,19:00,Merritt Island,FL,Sphere,1.5 minutes,Nine orange glowing orbs following same general path from east to west.
3/11/16,3/10/16,21:03,Ponte Vedra,FL,Circle,4 seconds,Object moving ~7° L of ursala major at ~5°-7° slant fron sky to earth. 4 sec or less. Magnitude of 4 or brighter than a/c.
3/11/16,3/10/16,04:10,Pensacola,FL,Unknown,30-45 seconds,Bright round pinpointed flashing white light traveling from the north to the south at a high altitude.
3/11/16,3/8/16,04:00,Brooksville,FL,Unknown,10 minutes,The light changed from bright to dull and changed speed from stopped to go.
3/11/16,3/5/16,21:45,Middleburg,FL,Light,2 minutes,White ball of light.
3/11/16,3/4/16,19:40,Seminole,FL,Light,2 minutes,Two unidentified rather large red lights heading East and then slowly dim fading away.
3/11/16,3/3/16,20:30,Everglades,FL,Circle,5 minutes,Two round bright objects hovered over the Everglades for about 5 minutes then shot up into the clouds.
3/4/16,2/27/16,20:00,Plam Bay,FL,Sphere,5 minutes,Orange glowing lights over Palm Bay.
2/26/16,2/20/16,19:40,Lakeland,FL,Circle,2 minutes,Eight gold colored orbs of light.
2/19/16,2/14/16,20:20,Orlando,FL,Light,2 minutes,Saw 9 reddish/orange lights flying in very slow formation for approximately 2 before disappearing behind clouds.
2/19/16,1/1/16,12:10,Amelia Island,FL,Circle,30 seconds,An Orange Circle Object Flying in the Sky at Amelia Island.
2/19/16,6/30/85,00:00,Ruskin,FL,Circle,Few seconds,White dots fade in and out.
2/11/16,9/3/15,05:00,West Palm Beach Co.,FL,Formation,15 minutes,Odd formation hovering and making shapes in sky.
2/4/16,1/31/16,03:17,Port Charlotte,FL,Unknown,15 seconds,Sitting on porch and saw bright flash across sky through trees. No direct visual of an object. Thought it may have been lightning.
1/5/16,1/2/16,05:30,Hollywood,FL,Circle,>1 hour,It was completely stationary and shaped like a ring. We looked at it through binoculars. It had four lights side by side.
1/5/16,1/1/16,00:12,Malabar,FL,Oval,25 minutes,Eight orange orbs flew over my house minutes apart in the same pattern with three witness.
1/5/16,12/31/15,01:00,Miami,FL,Sphere,30 minutes or more,Large number of red-orange spheres over Miami.
1/5/16,12/29/15,04:40,Jacksonville,FL,Sphere,2 minutes,I noticed the moon had a ring around it and then saw a multi colored object in the sky.
1/5/16,12/26/15,20:00,Sarasota,FL,Fireball,3 minutes,Orange light.
1/5/16,12/26/15,18:45,Cape Coral,FL,Other,30-40 seconds,It looked exactly like a falling star but when it entered what i thought was the atmosphere it probably leveled out a couple miles.
1/5/16,12/25/15,21:00,Cape Coral,FL,Light,15 minutes,We had spend an couple hours enjoying a very small fire in a rock fire pit in our back yard. The fire was out down to embers.
1/5/16,12/25/15,00:05,Palm Beach Gardens,FL,Triangle,5 seconds,I came out my house right after midnight Christmas Eve to take some stuff from my car and happened to see this object with rectangular.
1/5/16,12/19/15,16:00,Sanford,FL,Circle,1-2 seconds,Perfect circle of yellow dots of light in the sky at approx 4pm that appeared then disappeared.
12/21/15,6/26/10,20:00,Alford,FL,Cylinder,5 seconds,Green cylindrical light during a thunderstorm.
12/17/15,12/13/15,21:00,Trenton,FL,Unknown,Still on going,Flashing lights no sound no movement.
12/17/15,12/1/15,22:00,New Port Richey,FL,Fireball,90 seconds,Orange fireballs travelling in a pair.
12/10/15,12/8/15,20:51,Tampa,FL,Fireball,5 minutes,Fireballs flying in formation outside Tampa.
12/10/15,12/8/15,18:40,Dunedin,FL,Chevron,5:00,It is no marvel that satan will masquerade as an angel of light.
12/10/15,12/5/15,05:00,Deltona,FL,Light,8 minutes,2 very bright lights a few miles away from each other. Both lights were slowly descending vertically until we could not see them.
12/3/15,11/26/15,22:15,Apollo Beach,FL,Light,15 seconds,Craft moving from north to south.
11/19/15,11/18/15,20:00,Naples,FL,Changing,5 minutes,Two orange red objects hovering behind our house.
11/19/15,11/10/15,20:30,Port St. Lucie,FL,Triangle,5 minutes,Lights on a triangular object moving slow then fast.
11/19/15,11/9/15,21:50,Williston,FL,Light,3 seconds,A ball of light came out of the clouds... Was still and then shot off and disappeared into the clouds.
11/19/15,11/9/15,21:45,Tampa,FL,Light,20 seconds,Green light moving North above low clouds . Moving very fast.
11/19/15,11/9/15,21:30,Clearwater,FL,Light,2-3 seconds,Bright green light in northern sky making a rapid descent at a soft angle like a roller coaster would make.
11/19/15,11/6/15,20:30,Jacksonville,FL,Sphere,2 seconds,Green golf ball sized ball that was moving VERY fast and then disappeared a second later.
11/19/15,11/11/10,20:00,Boca Raton,FL,Light,15 minutes,Orange moving lights over Boca Raton night sky.
11/6/15,11/6/15,05:25,Miami,FL,Light,10 minutes,Large star-shaped object moving north across the Miami sky.
11/6/15,11/5/15,19:45,Miami Shores,FL,Other,2-3 seconds,Early evening arrow-like streak throwing off sparks.
11/6/15,10/31/15,21:41,Riverview,FL,Unknown,115,Tonight I saw one round red light traveling extremely fast south on Hwy. 301 in Riverview FL. The light vanished after 15 seconds.
11/6/15,11/4/14,04:00,Thonotosassa,FL,Changing,current,Star-like two crafts; unable to start car.
10/29/15,10/22/15,00:00,Sarasota,FL,Light,2 seconds,Very large glowing green sphere rapidly decending and losing sight behind building.
10/29/15,10/20/15,21:00,Winter Park,FL,Chevron,10 seconds,V-shape object blended so well with night sky.
10/29/15,10/17/15,21:15,St. Petersburg,FL,Triangle,10 seconds,Very fast flying rectangle with pulsating bright blue lights flew over Tampa Bay then dove straight into water.
10/29/15,9/15/13,22:23,Miami Beach,FL,Unknown,46 seconds,Strange light moving in the night sky over Miami.
10/29/15,2/22/13,18:00,Kissimmee,FL,Other,10 minutes,Alien Soldier Sighting.
10/16/15,10/16/15,21:00,Ochlocknee Bay,FL,Fireball,5 minutes,Red/yellow circle fireballs in the northern sky moving slowly east then faded out as they moved north.
10/16/15,10/15/15,09:45,Navarre,FL,Oval,25 seconds,Dark oval object moved very fast high in the sky making short erratic zig zag movements like no other aircraft I heve ever seen.
10/16/15,10/13/15,19:10,Gulf Breeze,FL,Sphere,2 minutes,Orange sphere.
10/16/15,10/13/15,02:38,Miami,FL,Fireball,~4 seconds,Brightest Blue Beam flash across the sky like a flair going East. Started literally above my head and lasted about 4-5 seconds.
10/16/15,10/10/15,02:00,Port St. John,FL,Triangle,HOURS,Triangular-shaped ship communicates with other ships in the clouds via lights that look like lightning from the ground but isn't.
10/16/15,10/3/15,01:30,Port Orange,FL,Light,2 minutes,Bright red low flying balls of light.
10/9/15,10/6/15,20:15,Ft. Myers,FL,Flash,1 hour,Pulsating light in western Florida sky.
10/9/15,10/4/15,21:50,Orlando,FL,Chevron,20 seconds,boomerang/light colored/no lights.
10/9/15,10/3/15,22:30,Fort Lauderdale,FL,Chevron,"2 separate, 15 min apart.",2 sightings of small discs flying in v-formation 15-20 minutes apart.
10/9/15,10/2/15,20:00,Panama City Beach,FL,Light,1-2 minutes,Orange/White light over Panama City Beach.
10/9/15,10/1/15,19:00,Dunedin,FL,Unknown,?,It looks like an interdementional portal.
10/9/15,9/15/15,06:00,Miami,FL,Light,20 minutes,3 bright lights in a triangular formation remained in a fixed position for 20 minutes.
10/2/15,10/1/15,20:27,Saint Cloud,FL,Light,25 seconds,Seemed to look like it was floating by over our heads.
10/2/15,10/1/15,11:15,Davie,FL,Formation,2,Two nights in a row coming from the NW going SE something in a V-formation flew seamlessly. Will confirm this tomorrow night.
9/29/15,9/25/15,22:00,Marco Island,FL,Formation,10 minutes,25-30 light orange objects seemed too high for helicopters too slow to be planes.
9/29/15,9/22/15,01:30,Orlando,FL,Fireball,3-4 seconds,Plasma ball of fire materializes at exactly same time as thought of previous UFO sighting.
9/25/15,9/17/15,02:15,Santa Rosa Beach,FL,Sphere,30 minutes,3 spheres appearing as a wheel with 6 spokes. White lights evenly spaced on wheel and spokes.
9/17/15,9/17/15,21:00,Homosassa,FL,Fireball,15 minutes,First 3 seemed to follow each other as they were on same exact course as the first one.
9/17/15,9/12/15,22:19,Miramar,FL,Diamond,3-4 seconds,I saw a flashing green diamond and it disappeared.
9/11/15,9/9/15,21:20,Pensacola,FL,Fireball,4 seconds,Something blue fell from the sky and crashed.
9/11/15,9/8/15,01:45,Panama City Beach,FL,Flash,15 minutes,A bright white light was seen flashing over Panama City Beach that moved.
9/11/15,9/4/15,20:30,St. Cloud,FL,Circle,10 minutes,2 bright multicolored objects flying in the sky.
9/11/15,9/2/15,23:01,Weston,FL,Light,4 minutes,V-formation lights over Naples area.
9/2/15,8/28/15,20:00,Port Charlotte,FL,Fireball,5 minutes,I retrieved my roommate to witnesses ther event.
8/27/15,8/26/15,21:30,Alachua,FL,Unknown,10 seconds,An orange orb appeared from seeming nothingness and slothfully passed over at an interminable speed as if observing.
8/27/15,8/26/15,21:00,St. Petersburg Beach,FL,Fireball,2-3 minutes,Red/Orange flame-like ascending orb offshore Tampa/St. Pete.
8/27/15,8/23/15,20:40,Brandon,FL,Sphere,40-45 seconds,Orange sphere hovering outside window.
8/27/15,8/23/15,20:00,Merritt Island,FL,Circle,2 hours,Small round object that went from three green lights to three red lights very quickly.
8/27/15,8/22/15,23:40,Holiday,FL,Disk,2-3 minutes,Strange Bright Orange Fiery Glow over Tarpon Springs area.
8/27/15,8/20/15,21:30,Palm Springs,FL,Triangle,10 minutes,Triangular shaped aircraft flying in an irregular pattern.
8/27/15,8/18/15,20:45,Lauderhill,FL,Disk,15 minutes,I saw a formation of five or six illuminated round crafts moving overhead from East to West under the low cloud cover.
8/27/15,8/16/15,23:00,Ocala,FL,Flash,intermittent/10 mins,Multiple green flashing lights up sky & white orb with beam; during thunder storm.
8/13/15,8/10/15,12:08,Archer,FL,Circle,15 seconds,Orb or ufo of some sort.
8/13/15,8/8/15,21:45,Englewood,FL,Fireball,5 minutes,Obviously not an airplane or meteor.
8/13/15,8/6/15,20:40,Callaway,FL,Fireball,40 seconds,Flickering red orange that resembled a fire ball. Moving slowly then stopping and slowing going out.
8/13/15,7/31/15,23:00,Orlando,FL,Disk,2-3 minutes,On 07/31/15 at approximately 11:10 PM I decided to go out and check to see if the night sky was clear enough to observe the Blue Moon.
8/13/15,6/1/88,02:00,North Lauderdale,FL,Other,>2 minutes,I was in my bedroom which was at the we corner of our home on a canal. I just got home from work and was laying on my bed.
8/6/15,8/4/15,02:30,Lake Worth,FL,Fireball,10 minutes,Red flashing orb moving very slow.
8/6/15,7/22/15,23:30,Sunrise,FL,Circle,3 minutes,6 bright orange circle objects flying bird formation with one larger one trailing behind.
8/6/15,4/20/12,15:00,Merritt Island,FL,Sphere,5+ minutes,Metallic grayish ball.
7/31/15,7/4/15,23:00,Royal Palm Beach,FL,Fireball,10 minutes,Two orange balls cruising from east to west with no sound and spotting lasted 10 minutes.
7/31/15,12/12/13,03:30,Cape Coral,FL,Cigar,30 minutes,Dogs started going crazy. I was out front and dogs were in the house. I could hear them walking around me but could not see them.
7/31/15,7/12/13,22:30,Cocoa Beach,FL,Triangle,20 minutes,Triangular craft seen going into outer space over Kennedy Space Center.
7/23/15,7/22/15,23:00,Indialantic,FL,Circle,3 minutes,Circular craft at beach.
7/23/15,4/18/15,06:00,Miami Beach,FL,Cigar,~15 minutes,Cigar shaped cloud...
7/17/15,7/16/15,21:00,Cutler Bay,FL,Light,1:20,Strange aircraft.
7/17/15,7/12/15,21:00,Homestead,FL,Circle,10 minutes,((HOAX??)) About 8 or so fire red lights circled the sky and disappeared and reappeared for about 10 minutes.
7/17/15,7/11/15,22:35,Clermont,FL,Circle,10 minutes,An orange-amber glow above horizon then disappears.
7/10/15,7/9/15,00:00,Jacksonville,FL,Sphere,1 minute,Silent bright orange sphere moving south to north at various speeds maybe 500 feet above tree line.
7/10/15,7/4/15,22:00,Cape Coral,FL,Fireball,5-10 minutes,Orange fire balls...round.
7/6/15,7/5/15,20:07,Melbourne,FL,Formation,7 minutes,Light formation in Melbourne.
7/6/15,7/4/15,22:45,Vero Beach,FL,Circle,3 minutes,Bright orange orb hovering over Vero Beach.
7/6/15,7/4/15,22:20,Sarasota,FL,Circle,1 minute,Unknown rotating object steadily moved across horizon while changing color and size.
7/6/15,7/4/15,21:15,Ocala,FL,Circle,1:30 seconds,I captured video of an orange orbs during 4th of July celebration. The fireworks we're set off to the W.
7/6/15,7/4/15,20:00,Wellington,FL,Diamond,10 minutes,Orange-yellow light surrounding a craft hovering.
7/3/15,7/3/15,00:26,Miami,FL,Light,3 seconds,Green light fades into the night.
7/3/15,6/24/15,21:00,Punta Gorda,FL,Oval,1-2 hours,Fixed oval light in sky with 4-5 rings.
7/3/15,8/7/13,20:30,West Pompano Beach,FL,Other,4 minutes,Three objects in close proximity moving in unison split up into three seperate objects witness by several people on TV. with pictures.
6/24/15,6/21/15,21:30,Venice,FL,Light,10 minutes,Orange lights with deliberate movements spotted several times over the course of 3 hours.
6/19/15,6/19/15,16:45,Clearwater,FL,Oval,3 minutes,Flying disk like object became obscured by strange dark haze moving with it.
6/15/15,6/8/15,21:45,Kissimmee,FL,Oval,15 minutes,8 round craft as bright as the sun oval in shape.
6/15/15,6/8/15,21:45,Orlando,FL,Triangle,9:45-10:00PM,Triangular in shape formation.
6/15/15,6/8/15,21:45,Clermont,FL,Circle,10 minutes,Circular lights in triangle formation.
6/15/15,6/8/15,21:45,Hunters Creek,FL,Formation,10 minutes,2 pairs of 3 orange lights in delta formation in the night.
6/15/15,6/8/15,21:00,Sebring,FL,Diamond,1,Magnificent diamond lights moving and showing off.
6/15/15,6/5/15,22:00,Cape Coral,FL,Light,2,Glowing orange spheres over Cape Coral.
6/15/15,6/5/15,20:00,Sarasota,FL,Cone,30 minutes,Saw 10 to15 red ufo with red pulsating lights and a bright in the middle. They moved across the sky and disappeared.
6/5/15,5/30/15,20:00,Coral Springs,FL,Light,5 minutes,White ball of light.
6/5/15,5/29/15,10:00,Tampa,FL,Cylinder,1 hour,Two tennis players witness two bright objects in the morning sky.
6/5/15,5/25/15,22:45,titusville,FL,Unknown,5 minutes,Bright cobalt blue light.
5/29/15,5/27/15,11:35,Indian Lake,FL,Sphere,10 seconds,Four orbs.
5/29/15,5/24/15,21:02,Homosassa,FL,Circle,6 minutes,Multiple glowing objects seen moving across sky.
5/29/15,5/24/15,14:02,Indian Lake,FL,Sphere,1 second,White orbs.
5/29/15,10/15/14,14:00,Jacksonville,FL,Sphere,10 seconds,Smooth silver sphere in cloudless blue sky hovering at about 300 feet.
5/29/15,12/27/95,13:00,Orlando,FL,Circle,~30 seconds,I was amazed at the light bulb like glow and silence of the craft.
5/22/15,5/21/15,22:50,Sebastian,FL,Circle,5 seconds,Looked out of corner of my eye and saw this huge light falling. Never seen anything like it.
5/22/15,5/21/15,00:38,Marathon,FL,Light,2,Two lights observed from the keys going into the night sky. Observed what appeared to be over mainland Florida.
5/22/15,5/18/15,16:45,Indian Lake,FL,Sphere,2 seconds,Blue sphere.
5/22/15,5/17/15,05:26,Indian Lake,FL,Sphere,32 seconds,Possible UFO's crossing night sky.
5/22/15,5/14/15,20:00,Parrish,FL,Other,48 hours,Small flickering lights form into a v formation two nights in a row. Military stealth plane investigates.
5/22/15,4/18/15,01:30,Tampa Bay,FL,Changing,10 minutes,Military laser show looks like UFO.
5/13/15,5/13/15,00:00,Orange City,FL,Circle,5 seconds,A blue spherical thing that looked like some sort of gas flame was coming off of it or a bright blue trail fell from the sky.
5/13/15,5/10/15,21:00,Layton,FL,Circle,20 seconds,White light passed threw the keys as the sun was setting 20 seconds max.
5/13/15,5/10/15,00:40,Clearwater,FL,Circle,10 minutes,Red orbs.
5/13/15,5/9/15,23:00,Oviedo,FL,Light,1,Orange fire looking light in sky traveling north over Oviedo.
5/13/15,5/9/15,22:00,Davie,FL,Light,5 minutes,Multiple amber lights moving over heavy air traffic area in Fort Lauderdale.
5/13/15,5/8/15,23:46,Port Richey,FL,Light,>1 hour,Bright ball in the sky. Looks like a bunch of little light balls being sucked into the center. Like moths that are hovering.
5/13/15,5/8/15,01:32,Ormond Beach,FL,Changing,17 seconds,I believe this was an extra ordinary experience.
5/13/15,5/8/15,00:22,Port Richey,FL,Fireball,2 hours now,Fireball in sky NOW.
5/13/15,4/19/15,21:59,St. Petersburg,FL,Triangle,3 minutes,Triangle ufo tr3b st pete fl 4-19-15.
5/13/15,7/15/11,01:00,Windermere,FL,Unknown,3 minutes,Large craft with orange sharp laser like lights.
5/8/15,5/7/15,23:25,Ft. Lauderdale,FL,Oval,15 minutes,Large oval on its side with orange bands of light.
5/8/15,5/7/15,21:15,Spring Hill,FL,Rectangle,15-20 minutes,Large orange fire ball hovering slowly across sky.
5/8/15,5/6/15,23:12,Englewood,FL,Light,2 seconds,Fast moving light much lower than a plane; no sound.
5/8/15,5/6/15,22:00,Clearwater,FL,Circle,3 minutes,8-10 bright orange round objects moving over Clearwater.
5/8/15,5/1/15,21:45,Titusville,FL,Cigar,10-12 minutes,Bright Yellow/Orange cigar shaped Objects passing overhead from North to South.
5/8/15,5/1/15,21:05,Holiday,FL,Light,hour,Bright light hovering back and forth in the sky; instantly disappeared.
5/8/15,3/10/15,22:57,Cape Coral,FL,Circle,2 minutes,Red/Orange Orb seen in N/W Cape Coral on 3/10/15 that passed close to 2 aircraft.
4/30/15,4/24/15,22:30,Lake Worth,FL,Light,45 seconds,Night sky lights up bright blue for nearly a minute.
4/30/15,4/24/15,10:00,West Palm Beach,FL,Light,30 seconds,Scene Gary green and blue lights light up the sky the whole sky pretty sure I'm not the only one that seen it.
4/23/15,4/20/15,17:00,Fernandina Beach,FL,Circle,all day,((HOAX??)) Same as above.
4/23/15,4/15/15,17:00,Indian Lake,FL,Sphere,1 second,Daytime orb.
4/23/15,3/4/15,15:00,St. Petersburg,FL,Cylinder,5 minutes,I looked up at the sky and saw what looked like one of those cigar shaped objects I have heard about.
4/23/15,2/20/56,08:15,Veigus Island,FL,Disk,5 minutes,It was a saucer shaped object.
4/17/15,4/11/15,16:45,Indian Lake,FL,Sphere,1 second,Bluish Orb exits cloud.
4/17/15,3/12/15,23:30,Miami Lakes,FL,Disk,2 minutes,Bright red light that changed color to reveal object's shape as flying disk. Disappeared without leaving any trace.
4/17/15,3/12/15,23:30,Miami Lakes,FL,Disk,2 minutes,Bright red light in the sky that had the shape of a flying saucer.
4/8/15,4/7/15,01:00,Lady Lake,FL,Circle,1 minute,Strange blue light circle shaped object flew across Florida sky in a bizzare pattern.
4/3/15,4/2/15,22:10,Miami Lakes,FL,Unknown,60 seconds,Yellowish bright solid light traveling west to east.
4/3/15,3/26/15,20:30,Miami,FL,Fireball,30 seconds,Slow moving flaming fireball and falling fireball.
3/26/15,3/23/15,21:14,Deltona,FL,Sphere,40 seconds,Two round lights changed colors and moved at incredible rates of direction and speed.
3/26/15,3/21/15,01:15,Clermont,FL,Fireball,10-15 minutes,Wobbling orange ball light.
3/26/15,3/18/15,16:30,Tampa,FL,Other,5 minutes,Metallic Pyramid like object seen over Tampa Florida Downtown in daylight.
3/26/15,10/12/94,21:00,Okeechobee,FL,Disk,unknown,Close encounter 5th kind - CE5.
3/20/15,3/18/15,20:56,Saint Johns,FL,Other,2 minutes,A V-shaped craft with a total of 4 yellow lights and 1 red light flew around a residential area. Landed in nearby woods.
3/20/15,3/16/15,23:40,Port Charlotte,FL,Light,4 minutes,Three orange lights seen by two adults over Port Charlotte. 3/16/15 at 23:40.
3/20/15,3/15/15,23:30,Miami,FL,Oval,10 minutes,Object looked like a blimp sort with helicopter; flashing blue light in front.
3/20/15,3/14/15,15:30,Naples,FL,Diamond,15 minutes,Black diamond shaped object slowly moving in the sky.
3/13/15,3/12/15,23:00,Coral Springs,FL,Fireball,5+ minutes,An orange colored comet flew through the night sky.
3/13/15,3/12/15,22:45,South Daytona,FL,Fireball,2 minutes,Orange ball in the sky with flashing strobe lights.
3/13/15,3/11/15,07:23,Miami,FL,Flash,5 minutes,Yellow and Red streak over Miami sky 03/11/2015 07:23 am.
3/13/15,3/8/15,23:00,Cape San Blas,FL,Circle,5 minutes,Circular orange/red fast moving aircraft without any sound which also made sudden 90 degree turn.
3/6/15,3/3/15,21:15,Lake City,FL,Diamond,fly by a few seconds,I was driving home on my dirt road and a diamond shaped object passed over my van about 20 feet above me and made a very loud sound.
3/6/15,3/2/15,18:43,North Miami Beach,FL,Unknown,30 seconds,Single object with double green lights turning red then back to green before moving away.
3/6/15,3/1/15,23:00,Kissimmee,FL,Fireball,3 minutes,Fireball looking sphere object coming towards earth for about a minute then turned and went back up towards space.
3/6/15,3/1/15,10:45,Vero Beach,FL,Fireball,5 minutes,Large ball/orb with a tail.
3/6/15,2/21/15,23:00,Jennings,FL,Light,4 seconds,Blue streak of light going west to east above northern Florida.
3/6/15,2/21/15,23:00,Bunnell,FL,Circle,30 seconds,Bright green light traveling slowly.
3/6/15,2/20/15,23:21,Deltona,FL,Fireball,a few seconds,Falling blue sphere.
3/6/15,2/20/15,21:00,Cape Coral,FL,Teardrop,constant,Many white lights elongated with red light at lower end Stationary in sky.
3/6/15,2/20/15,12:30,Deltona,FL,Sphere,2 minutes,There was a green light sphere that went across and down from the sky.
2/20/15,2/19/15,23:00,St. Petersrburg,FL,Other,7 hours,6 Crafts Total.
2/20/15,2/18/15,22:30,Homestead,FL,Circle,15 minutes,It was bright yellow and I have seen it for 8 day's straight.
2/20/15,2/18/15,18:15,Orlando,FL,Unknown,8 minutes,Bright orb seen in western sky. Light dimmed at times. Object did not move.
2/12/15,2/8/15,22:40,Orlando,FL,Unknown,3 minutes,Blue/red light seen in sky going up down and sideways.
2/12/15,2/8/15,19:00,Cape Coral,FL,Circle,5-6 minutes,7-8 orange circles with a red light on bottom.
2/12/15,2/8/15,00:45,Hollywood,FL,Circle,2 seconds,Bright White Circular Object.
2/12/15,2/8/15,00:30,Hollywood,FL,Other,30 seconds,Brown Floating Object.
2/12/15,10/12/01,22:00,Miami,FL,Disk,15 minutes,UFO disc-shaped object hovering over sky.
2/6/15,2/4/15,21:00,Winter Garden,FL,Flash,5 second,There were like a flash light blue and red it went very fast and then gone.
2/6/15,2/1/15,00:30,Plantation,FL,Circle,5 minutes,Saw red floating orbs floating over my house in Lauderdale.
1/30/15,1/27/15,20:15,Cocoa Beach,FL,Fireball,10 minutes,(2) orange-red fireball orbs appeared over the Atlantic ocean from our east-facing condo balcony.
1/30/15,1/25/15,21:45,Apopka (near),FL,Circle,10-15 minute,Traveling towards Apopka area on FL toll road 429 on 1/25/15 in a van with 3 other people in it. Noticed a triangle set of 3 lights.
1/30/15,1/25/15,14:12,Hudson,FL,Other,5 minutes,Unknown flashingg light flying at high altitude in and out of passenger jet contrail.
1/30/15,1/15/15,01:30,Saint Augustine,FL,Rectangle,25-30 seconds,Blue light. Electrical/mechanical sound. Treetop to head high level then over the trees.
1/26/15,1/20/15,20:30,Green Cove Spring,FL,Fireball,1 minute,Flame.
1/26/15,1/19/15,21:00,North Port,FL,Other,1 minute,A large ship slowly flew over my car.
1/26/15,1/19/15,06:30,Poinciana,FL,Sphere,Seconds,Driving and we both seen it flew over us at a speed I never seen before in my life.
1/26/15,1/18/15,20:15,Florida City,FL,Fireball,~3 minutes,Traveling from north to south. No sound. Traveled quickly. Dimmed but did not disappear.
1/26/15,1/16/15,19:20,Zephyrhills,FL,Fireball,5 minutes,3 orange fireballs moving in the sky.
1/16/15,1/11/15,21:00,Vero Beach,FL,Fireball,90 seconds,A single fireball traveling rather quickly from southeast to northwest where it disappeared into the clouds.
1/16/15,1/11/15,05:15,Orlando,FL,Unknown,~1 hour,Audio event of unknown origin.
1/16/15,1/10/15,04:55,Lake Wales/Winter Haven,FL,Fireball,30 seconds,Appeared like a solid rocket booster traveling horizontally then disappearedfor a minute showing up far away with a halo training it.
1/16/15,1/9/15,23:00,Orlando,FL,Light,20 seconds,Blue and red light traveling rapidly above Orlando.
1/16/15,1/9/15,19:30,Naples,FL,Fireball,45 seconds,The object was orange color no sound.
1/16/15,1/9/15,04:30,Orlando,FL,Fireball,1 minute,Bright ascending orange and yellow fireball.
1/9/15,1/8/15,23:00,Fort Myers (near downtown),FL,Oval,5 seconds,Bright white light streaking across sky high rate of speed.
1/9/15,1/7/15,06:30,Lakeland,FL,Light,8 seconds,All of a sudden what I thought was an airplane in the distance was right in front of me with Blue & Red lights.
1/9/15,12/5/14,03:30,St. Johns River,FL,Light,6 minutes,St. Johns (Route 417): a light overhead dropped to the water level and straight into the tree line.
1/7/15,1/1/15,20:00,Winter Springs,FL,Fireball,20 seconds,Single orange fireball with trail traveling northeast to southeast.
1/7/15,1/1/15,01:45,Longwood,FL,Fireball,10 minutes,Yellow fireball.
1/7/15,1/1/15,01:00,Jupiter,FL,Fireball,15 minutes,Five fireballs traveling in the same direction at the same speed and somewhat equidistant from each other.
1/7/15,12/29/14,19:00,St. Petersburg,FL,Oval,90 seconds,Red glowing orb like on fire in a clear oval shell moving low and silent.
1/7/15,12/28/14,19:50,Sanford,FL,Circle,10 minutes,Circular objects with flashing red and white lights fluttering in the sky.
1/7/15,12/28/14,18:25,Sarasota,FL,Fireball,2,Orange fireball heading north from Sarasota.
1/7/15,12/25/14,23:00,St. Petersburg Beach,FL,Oval,3 minutes,Bright ball of fire moving east over gulf of mexico. st pete beach. Its real. I saw and recorded it.
12/22/14,12/20/14,18:30,Fort Myers,FL,Circle,3 minutes,4-5 circle objects in sky.
12/22/14,12/19/14,21:20,Winter Springs,FL,Fireball,5 minutes,6-8 orange and red lights seen in a somewhat horizontal alignment.
12/22/14,12/18/14,21:30,Cape Coral/Punta Gorda,FL,Unknown,1.25 minutes,Unknown object over North Cape Coral/Punta Gorda.
12/22/14,12/17/14,12:00,Cocoa Beach,FL,Light,1 minute,Strange orange light moving steady east over Patrick air force base.
12/18/14,12/17/14,17:19,LaBelle,FL,Triangle,5-10 seconds,White Triangle in South Florida.
